cohort,k,cluster,example_id,text_snippet
5plus_meaningful,7,2,3,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
5plus_meaningful,7,2,4,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
5plus_meaningful,7,3,0,"general strike may 1st, yo. https://www.facebook.com/events/337068492974144/ i'm an artist and a businessman, a metalhead and a raver, a hip urbanite and a wild man of the woods. some reasons some people like me: i'm cool, smart, calm, strong, gentle, funny, clever, loyal, articulate, easygoing, confident, vital, focused, open, tireless, fun, peaceful, deep, silly, knowledgeable, healthy, insightful, big-hearted, and interested in pretty much everything. i'm a great conversationalist. i have a s"
5plus_meaningful,7,3,1,"i am a fun-loving tetrapod. bi-pedal, cis-male primate . . . 99.8% homosapien baby! (0.2% bonobo.) attractive, easy-going, level-headed, well-mannered, honest, compassionate and gentle cycle. no bleach. raised in l.a., year-and-a-half in germany, 10 years in humboldt county/eureka/arcata, and north oakland since 2001. litany of self-describing adjectives... respectful trusting creative curious communicative considerate confident (w/o being cocky) attractive sensual good-natured open-hearted sex-"
5plus_meaningful,7,3,2,"emotionally awkward geek ""adult"" that wears his heart on his sleeve seeks same. i'd rather be called a jerk than a nice guy, though i like to think i occupy a space between the two most of the time. and i know a lot of the stuff on here can come across as very opinionated, but i'm one of the least stubborn people i know. i thrive on hearing the viewpoints of others and updating my own worldview accordingly. it's my belief that if people could learn to accept other ways of thinking as valid, we c"
5plus_meaningful,7,3,3,"well, bottom line: i'm pretty awesome, and you should be too :) i am an intelligent, logical, caring and independent chick. i have lots going on, as many of us tend to, and this seems to just make it that much harder to meet anyone worth spending time with...and i find myself beginning to miss that connection, those little moments that two humans can share given appropriate attraction and chemicals flooding our brains... my physical attributes include curves and chubb, red hair, hazel eyes, warm"
5plus_meaningful,7,3,4,"i'm an introverted person, but that doesn't mean i'm shy (maybe just a little in the beginning of getting to know someone). it just means that i'm energized by the internal world of ideas, impressions and emotions. hence, i'm a sensitive and creative person whose greatest form of self-expression is through writing. however, being introverted has been a challenge for me. i constantly have to battle the natural propensity of being in my own little world and meet the challenge of stepping out and a"
5plus_meaningful,7,4,0,"i'm just on here for a change of pace, looking for friends first and if it ends up becoming more then thats great. i'm a simple type of guy and an old soul if you will. laid back and can really enjoy the little things in life. like spending the day painting or drawing. taking walks to the park or the beach for a picnic. going on a spontaneous trip to just about anywhere. i'm the kind of person that can make any situation be fun and be a positive experience. i am laid back, and easy going and i a"
5plus_meaningful,7,4,1,"my way of dealing with the difficulty of describing things that i feel differently about from day to day is to say too much and hope that something resonates in the heart of the right person: i am a sweet, sensual, sensitive, powerful, funny, intelligent, self-aware, willing to be vulnerable, heartfelt, and imperfect woman. i'm seeking to meet men who are creative, sincere, loving, active, courageous, self-aware, and strong. i guide yoga backpacking trips, i'm also completing an apprenticeship t"
5plus_meaningful,7,4,2,"ok, here's enough info to save us a bunch of emailing and a month of dating. i will lay it right out there exactly who i am and what i want. many men thank me for my clarity and frankness. i apologize for the length, but it's way faster in the long run. my time is precious and perhaps yours is as well. (feel free to skip over the section on books, films, food, etc. or any other section for that matter) generally speaking, i am very content with myself and my life, yet i miss that special magic t"
5plus_meaningful,7,4,3,"although i am thoroughly enjoying this solo part of my life journey i'm ready for a steady and secure play mate to adventure and dance through life with. i know life is richer with a committed partner to share new experiences, knowing looks, intimate ""secrets"" and history. i am a woman who truly appreciates so much about men (vs. women -and i have plenty of girl friends in my life) and i would like a special man in my life. i am looking for a man who ""gets me"" and i ""get him"". effort and work, y"
5plus_meaningful,7,4,4,"i believe that laughter is the best medicine :) i value relationships over material things :) i believe that the context is decisive i rarely wear make-up (gotta find a new profile pic) i lead with my heart, am a fabulous hugger and enjoy movement i love my family. my friends are like family. i love and study hawaiian culture through the art of hula. i love music (especially live) and love to dance (my fav is island-style roots reggae... it speaks to my soul). i love to walk/hike (5x/week) and p"
5plus_meaningful,7,5,0,"hi there! i grew up in cali/bay area and went to school in beautiful central coast cali. i moved back to the bay after school and i currently live and work in sf. i love music and recently rediscovered my love for dance when i finally found a studio to dance at. work keeps me pretty busy, but i always find time for my family and friends because they're really important to me. i love to share things, especially a smile or a good laugh (if you can make me laugh, you are solid!). i'm always down to"
5plus_meaningful,7,5,1,"about me: east coast roots, raised in texas and schooled in la. originally a music performance major and somehow ended up with a degree in business. i moved to sf for the job, originally planning to move east after a few years. instead, i fell in love with san francisco and hope to call it home for many, many more years to come. randomess about me: i am bright, curious and fun-loving. i'm sarcastic, but my friends know i'm a softy at heart. i like being around people that can have a serious conv"
5plus_meaningful,7,5,2,"so i am not really sure where to begin about myself. i am a outgoing and high-spirited girl looking to meet people. its been about a year since i moved to san francisco, which has been pretty exciting =) i literally decided on a tuesday...got in the car and was in sf by thursday! if you expect me to explain who i am in a matter of 4000 characters...good luck. can this just be multiple choice?! i feel like i am doing a college application again =0) hopefully this works out as well as that did! so"
5plus_meaningful,7,5,3,"my name is rachael (yes spelled with an extra 'a' so don't misspell it), and i grew up in the central valley of california. i moved up to the bay area in 2009 for a teaching job and have recently moved to north oakland, which i really love. the area where i live is great and there is so much to do outside from hiking to running to eating out or going to low key bars (one with ping pong and one with a dart board- score!) and shopping. clearly i have a range of things that i enjoy doing. i started"
5plus_meaningful,7,5,4,"man, i have to write an essay? this sucks. i am a 38-year-old, politically liberal woman who grew up in a bi-racial home in a not-so-liberal area near sacramento. i loves me some meth house burnin'! i love animals and movies and having a good joke. i love having a beer with friends, but rarely get drunk. usually i'm the one who drives everyone home or bails when drunk people are annoying . i love traveling, but i am a teacher, so the dinero is at a minimum. i love to learn new things about peopl"
5plus_meaningful,7,6,0,facebook free!!! im a shy girl that likes to be surrounded by people. lol im a visual person so im easily entertained. i love a good european beer and listening to bands in small town bars. im friendly and open and i still practice my basic manners. i work retail and love meating and hearing about different peoples lives. ive had an interesting one. i tell everyone im old and i get weird looks but im just an old soul. im not exactly on track with my life but im enjoying the detours. i wish i cou
5plus_meaningful,7,6,1,"hey! my name is brandon. bona fide catholic! god is good! bd so i'm looking for a man. someone to take charge. hit me up! i grew up in my hometown all my life. it would have been nice to have been born in the philippines though. that way i could speak my own language damnit! haha. so im currently going to school for nursing, just chillin. hit me up okay? im kind of shy, but im not quiet. (oxymoron right?) haha. i try my best to be friendly. laughing is great, so if you can make me laugh we'll be"
5plus_meaningful,7,6,2,"hello! im ashley! im bay area born and raised. im a really down to earth person, very easy to get along with. i love to talk on topics that interest me, im an outdoors person, love to hike, go camping, swimming, bike riding, fishing etc. i live for music, cant go a day without playing my guitar or bass. if your interested in gettin to know me please feel free to message me. well at the moment im unemployed but im looking!..i joined a black metal band as their bass player awhile ago which as been"
5plus_meaningful,7,6,3,"ok time for a new self-summary im chriss (2 s' on my birth certificate im not being weird) im 20 im in a relationship... that is kinda... idk. so im not on here looking to hook up. its like my release from facebook i guess lol i used to be happy and carefree, but recently i just feel like im getting less happy and more stressy. mostly down to my relationship :[ im nice to everybody since i dont see the point in being mean i am a practicing christian (i dont like that term) which some people dont"
5plus_meaningful,7,6,4,"im everybody's favorite villain; its not that im bad, or anything... lets just say honestly isnt appreciated as much as people say it should be. im pretty sure its irritating. regardless of that fact, people's view of me is kinda moot. in my book, i can only be myself, and i cant be anything other than that. but even so, im very carefree, and lighthearted, with a weird sense of humor: most of the things i laugh at makes others go ""???"". i also fancy myself a proper gentleman; so youll either thi"
5plus_meaningful,8,0,0,"i've lived in san francisco for over a year now and i'm looking for people to hang with....maybe something more. i'm a friendly, optimistic, energetic and open-minded guy who likes to nerd out on <a class=""ilink"" href= ""/interests?i=video+games"">video games . i'm also a jock because i'm active, i like <a class=""ilink"" href= ""/interests?i=exercise"">exercise , <a class=""ilink"" href= ""/interests?i=hiking"">hiking and other outdoor stuff. i love playing sports(a lot more than watching) and i love <a "
5plus_meaningful,8,0,1,"hi! my profile is really long, huh? what do you think of that?! // hills, big hills! and going up them and down them, sometimes at high velocity, and sometimes a few inches from death (or at least an automotive mauling.) i hike the hills and this is a forest. a lot of my days are spent becoming exhausted. then at the end i stare out the window from my bed, thinking softly and being alone. not necessarily unpleasant alone, nor ungrounded, but as a sort of alone i haven't experienced before. alone"
5plus_meaningful,8,0,2,"i am the eternal optimist, and so far i've found that it's served me well enough. there's just so much to do &amp; try in the world. so, what moves to the top of the list? well, i love people, and the physical and emotional connections. (why else be here on okc, right?) which brings up the next big issue to get out early: i have an open, relationship with my amazing wife of nearly 10 years, ladidido , who is having a blast on this site (maybe too much so, she's stealing away precious sleep). als"
5plus_meaningful,8,0,3,"i feel like i'm going against cultural and social norms by doing this, but... this is an experiment to see if okcupid can be used as a friends matching site. instead of match percentages, i'm looking through the <a class=""ilink"" href= ""/interests?i=friends+percentages"">friends percentages . pretty cool, ne? i've been living in the city for a few years now, but am always looking for interesting new people, female and male, to hang out with! i'm actually really curious whether any women use this s"
5plus_meaningful,8,0,4,"i'm born and raised in the sf bay area, and went to ucla for college. i've been fortunate to travel quite a bit in my life. while in college, i spent a semester abroad in the uk at cambridge, and when all that studying was over, my friend and i went backpacking around europe for a month. in between random bouts of drinking and merrymaking, we managed to do fun things like travel to venice, where i saw the first snows of winter, made a snowman in the piazza san marco, and had my picture taken for"
5plus_meaningful,8,1,0,"i have been creating who i am my whole life and i am not done growing. what i am getting at is that i find it really difficult to summarize or define someone. i can pretty much just tell you things i enjoy in life and perhaps that will give you some insite on the type of person i am. if you want to put a label on me, i think nerdy-hipster would be most fitting, but who likes labels? i am a huge music dude. i play the <a class=""ilink"" href= ""/interests?i=drums"">drums and a little <a class=""ilink"""
5plus_meaningful,8,1,1,"i am a very <a class=""ilink"" href= ""/interests?i=liberal%2fprogressive"">liberal/progressive semi-retired <a class=""ilink"" href= ""/interests?i=video%0adirector"">video director , now occasionally working on <a class=""ilink"" href= ""/interests?i=video+productions"">video productions of <a class= ""ilink"" href= ""/interests?i=%22betterbadnews.com%22"">""betterbadnews.com"" . pursuing intellecual, social, political, and health interests. update dec. 2010: my health (walking and pain) is a problem. interests"
5plus_meaningful,8,1,2,"born an army brat (a title held for two weeks) with a weird first name (a title held indefinitely), i grew up my entire life in the confines of california. a lot of stuff happened in the early years. i rode my bike a lot, went trick-or treating. visited turkey. watched reruns of doug endlessly. ate some turkey (although i'm now a vegetarian). fancied a girl or two for a year in secret. finished fifth in the elementary school turkey trot. enjoyed being the silent/studious learner while being the "
5plus_meaningful,8,1,3,"i grew up in rural tennessee, though as you can see from the profile, i'm not a typical tennessee-native. i'm <a class=""ilink"" href=""/interests?i=queer"">queer (or <a class=""ilink"" href= ""/interests?i=bisexual"">bisexual , though i don't really like that word), <a class=""ilink"" href= ""/interests?i=polyamorous"">polyamorous , pretty <a class=""ilink"" href=""/interests?i=kinky"">kinky , and an <a class=""ilink"" href= ""/interests?i=esoteric"">esoteric <a class=""ilink"" href= ""/interests?i=discordian"">discor"
5plus_meaningful,8,1,4,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
5plus_meaningful,8,2,0,"i'm geminiacally versatile with eclectic and brainy interests &amp; pursuits... within my northeasterner, hard-candy coating is a sweet &amp; nutty core... i'm a hopeful romantic... i'm funny as f@#!... i wear my heart on my sleeve &amp; i don't suffer fools... i'm a mathlete, logophiliac &amp; music nerd... for those who care: cancer moon w/leo asc, &amp; ennegram '4' w/'5' sub ... i'm 1/2 bonobo, 1/2 boddhisattva- a 'bonoboddhisattva', if you will... living with an undefended heart... enjoying"
5plus_meaningful,8,2,1,"i've had an unusual, exciting, privileged &amp; at times challenging life. i believe there is a gift or lesson in every experience, which leads me to seek out the unique, unusual &amp; enchanting. i also try to accept the unexpected with grace &amp; equanimity. i am awed by the beauty of the natural world &amp; all her creatures, &amp; have reverence for her most dramatic phenomena. i love volcanoes! i am also amazed &amp; inspired by the ingenuity of human-kind, &amp; the beauty of art, music &"
5plus_meaningful,8,2,2,i am a fairly simple individual (though not simple minded) on the surface with a complex consciousness. blue collar roots with white collar tendencies. aristocratic tastes with working class sensibilities. an affinity for quality but with an enlightened sense of social conscience. an attitude of socialism with a great affection for true democracy. a believer in free enterprise with a deep aversion to crass &amp; heartless capitalism. a relatively informed consumer. a believer in life with optimi
5plus_meaningful,8,2,3,"my efforts in dating are to find the man with whom i may grow for years to come. his integrity &amp; noble ways will endear him to me, as he ensures my comfort with whatever we do. our kisses will be magic. you'll have to want an ultra goddess to want a relationship with me. i need lovely environs to nurture my feminine self. pretty colors, clean, spacious areas with nice music &amp; flowers, lovely art, gorgeous views, this really excites me. family is very important. i love to laugh &amp; brin"
5plus_meaningful,8,2,4,"""innocence with an edge"" was used to describe me since i can sometimes have a shy side initially, yet i seek adventure &amp; am a very passionate person. i give fully &amp; openly to the right person &amp; wear my heart on my sleeve. i have an intense curiosity about the world and a love for the arts &amp; education, so music &amp; world travel are definite passions. i'm professional by day (work for a non-profit media company) &amp; adventurous otherwise since life is too short to be limiting. "
5plus_meaningful,8,3,0,facebook free!!! im a shy girl that likes to be surrounded by people. lol im a visual person so im easily entertained. i love a good european beer and listening to bands in small town bars. im friendly and open and i still practice my basic manners. i work retail and love meating and hearing about different peoples lives. ive had an interesting one. i tell everyone im old and i get weird looks but im just an old soul. im not exactly on track with my life but im enjoying the detours. i wish i cou
5plus_meaningful,8,3,1,"hey! my name is brandon. bona fide catholic! god is good! bd so i'm looking for a man. someone to take charge. hit me up! i grew up in my hometown all my life. it would have been nice to have been born in the philippines though. that way i could speak my own language damnit! haha. so im currently going to school for nursing, just chillin. hit me up okay? im kind of shy, but im not quiet. (oxymoron right?) haha. i try my best to be friendly. laughing is great, so if you can make me laugh we'll be"
5plus_meaningful,8,3,2,"hello! im ashley! im bay area born and raised. im a really down to earth person, very easy to get along with. i love to talk on topics that interest me, im an outdoors person, love to hike, go camping, swimming, bike riding, fishing etc. i live for music, cant go a day without playing my guitar or bass. if your interested in gettin to know me please feel free to message me. well at the moment im unemployed but im looking!..i joined a black metal band as their bass player awhile ago which as been"
5plus_meaningful,8,3,3,"ok time for a new self-summary im chriss (2 s' on my birth certificate im not being weird) im 20 im in a relationship... that is kinda... idk. so im not on here looking to hook up. its like my release from facebook i guess lol i used to be happy and carefree, but recently i just feel like im getting less happy and more stressy. mostly down to my relationship :[ im nice to everybody since i dont see the point in being mean i am a practicing christian (i dont like that term) which some people dont"
5plus_meaningful,8,3,4,"im everybody's favorite villain; its not that im bad, or anything... lets just say honestly isnt appreciated as much as people say it should be. im pretty sure its irritating. regardless of that fact, people's view of me is kinda moot. in my book, i can only be myself, and i cant be anything other than that. but even so, im very carefree, and lighthearted, with a weird sense of humor: most of the things i laugh at makes others go ""???"". i also fancy myself a proper gentleman; so youll either thi"
5plus_meaningful,8,4,0,"hi there! i grew up in cali/bay area and went to school in beautiful central coast cali. i moved back to the bay after school and i currently live and work in sf. i love music and recently rediscovered my love for dance when i finally found a studio to dance at. work keeps me pretty busy, but i always find time for my family and friends because they're really important to me. i love to share things, especially a smile or a good laugh (if you can make me laugh, you are solid!). i'm always down to"
5plus_meaningful,8,4,1,"about me: east coast roots, raised in texas and schooled in la. originally a music performance major and somehow ended up with a degree in business. i moved to sf for the job, originally planning to move east after a few years. instead, i fell in love with san francisco and hope to call it home for many, many more years to come. randomess about me: i am bright, curious and fun-loving. i'm sarcastic, but my friends know i'm a softy at heart. i like being around people that can have a serious conv"
5plus_meaningful,8,4,2,"so i am not really sure where to begin about myself. i am a outgoing and high-spirited girl looking to meet people. its been about a year since i moved to san francisco, which has been pretty exciting =) i literally decided on a tuesday...got in the car and was in sf by thursday! if you expect me to explain who i am in a matter of 4000 characters...good luck. can this just be multiple choice?! i feel like i am doing a college application again =0) hopefully this works out as well as that did! so"
5plus_meaningful,8,4,3,"i currently live in san francisco. though just because i live in the city doesn't mean i'm a ""city girl"". i enjoy going out and visiting new places. i'm a small town girl at heart. i'm a family girl. i enjoy spending time with the people who matter most in my life, both family and friends! i'm not into dating multiple people or dating someone who is. i'm looking for someone that has the same outlook. i enjoy sports and doing things outdoors. i have a healthy competitive side, and love to show my"
5plus_meaningful,8,4,4,"my name is rachael (yes spelled with an extra 'a' so don't misspell it), and i grew up in the central valley of california. i moved up to the bay area in 2009 for a teaching job and have recently moved to north oakland, which i really love. the area where i live is great and there is so much to do outside from hiking to running to eating out or going to low key bars (one with ping pong and one with a dart board- score!) and shopping. clearly i have a range of things that i enjoy doing. i started"
5plus_meaningful,8,5,0,"i'm just on here for a change of pace, looking for friends first and if it ends up becoming more then thats great. i'm a simple type of guy and an old soul if you will. laid back and can really enjoy the little things in life. like spending the day painting or drawing. taking walks to the park or the beach for a picnic. going on a spontaneous trip to just about anywhere. i'm the kind of person that can make any situation be fun and be a positive experience. i am laid back, and easy going and i a"
5plus_meaningful,8,5,1,"my way of dealing with the difficulty of describing things that i feel differently about from day to day is to say too much and hope that something resonates in the heart of the right person: i am a sweet, sensual, sensitive, powerful, funny, intelligent, self-aware, willing to be vulnerable, heartfelt, and imperfect woman. i'm seeking to meet men who are creative, sincere, loving, active, courageous, self-aware, and strong. i guide yoga backpacking trips, i'm also completing an apprenticeship t"
5plus_meaningful,8,5,2,"ok, here's enough info to save us a bunch of emailing and a month of dating. i will lay it right out there exactly who i am and what i want. many men thank me for my clarity and frankness. i apologize for the length, but it's way faster in the long run. my time is precious and perhaps yours is as well. (feel free to skip over the section on books, films, food, etc. or any other section for that matter) generally speaking, i am very content with myself and my life, yet i miss that special magic t"
5plus_meaningful,8,5,3,"although i am thoroughly enjoying this solo part of my life journey i'm ready for a steady and secure play mate to adventure and dance through life with. i know life is richer with a committed partner to share new experiences, knowing looks, intimate ""secrets"" and history. i am a woman who truly appreciates so much about men (vs. women -and i have plenty of girl friends in my life) and i would like a special man in my life. i am looking for a man who ""gets me"" and i ""get him"". effort and work, y"
5plus_meaningful,8,5,4,"update: i am in the process of moving from the wine country down to the peninsula and silicon valley. hence i am still here in the north, but moving south in the next few months and want to sow my seeds where i will be in the near future. i am down that way several times a week and increasing those visits every week. i am a loving, intelligent, passionate man striving to become more fully present and more authentic to myself and others each and every day. i've experienced things in my life many "
5plus_meaningful,8,6,0,"this is like when you get introduced to someone by a friend who has been talking a lot about how funny you are, and the new person says ""say something funny."" okay, i'm funny. i refuse to take anything seriously (for more information on why, ask me about the day i was riding my bike in the rain). i am smart, but not as smart as i think i am and smarter than i know. i am sometimes shy and sometimes an extrovert, but i can never tell which is going to come out on top. i have committed an act of pi"
5plus_meaningful,8,6,1,"if i rated you highly definitely send me a message. interested! ---------- i'm open minded. if you are gay, bi or straight. a boy or a girl. it doesn't matter. if i rated you highly i'm liking what i see. :d ---------- i didn't put so much time in my profile for nothing. please respect that and read it before you message me. (said with a smile) --- (all updates still apply to date) update 6-18-2012: i've had a rocky moment in my life recently, so now i'm moving out of my boyfriend's place and mo"
5plus_meaningful,8,6,2,"you stand before the great wall of text. paragraph upon paragraph extends out before you in a frightening manner, daring you to read and be enlightened, or to turn tail and find an easier mark. exits are up, down, read, message, and run the hell away... i think i'm a pretty relaxed guy; it's very hard to rile me up and get me angry about things. that's not to say that i don't feel strongly about things, just that i try not to take offense at what people say or do. i can't hold grudges at all, an"
5plus_meaningful,8,6,3,"this profile is in desperate need of revision, most of it written 2 years ago. but i'm too busy living my life! still single though, so if you think we might be a fit, shoot me an email. haven't given up yet! i know you're out there, you big lug. *********************************************** i have to say, i don't like that the multiple choice answers we are offered have so much black and white, and not nearly enough of the wonderful greys of life. i think they're constructed poorly, and i wou"
5plus_meaningful,8,6,4,i just want to find love someone to love and someone to love me and with luck eventually meet someone to spend the rest of my life with. i mean it as a desire not as the only goal. i want to have fun too. i believe very strongly the best way to find and be in a lasting relationship is to take the time to really get to know each other and build a friendship and a trust first. it has been my experience that rushed relationships don't last. the only relationships i have ever been in that really wor
5plus_meaningful,8,7,0,"well, bottom line: i'm pretty awesome, and you should be too :) i am an intelligent, logical, caring and independent chick. i have lots going on, as many of us tend to, and this seems to just make it that much harder to meet anyone worth spending time with...and i find myself beginning to miss that connection, those little moments that two humans can share given appropriate attraction and chemicals flooding our brains... my physical attributes include curves and chubb, red hair, hazel eyes, warm"
5plus_meaningful,8,7,1,"emotionally awkward geek ""adult"" that wears his heart on his sleeve seeks same. i'd rather be called a jerk than a nice guy, though i like to think i occupy a space between the two most of the time. and i know a lot of the stuff on here can come across as very opinionated, but i'm one of the least stubborn people i know. i thrive on hearing the viewpoints of others and updating my own worldview accordingly. it's my belief that if people could learn to accept other ways of thinking as valid, we c"
5plus_meaningful,8,7,2,"i'm an introverted person, but that doesn't mean i'm shy (maybe just a little in the beginning of getting to know someone). it just means that i'm energized by the internal world of ideas, impressions and emotions. hence, i'm a sensitive and creative person whose greatest form of self-expression is through writing. however, being introverted has been a challenge for me. i constantly have to battle the natural propensity of being in my own little world and meet the challenge of stepping out and a"
5plus_meaningful,8,7,3,"i'm complicated and often contradictory. ambitious yet grounded. playful yet serious. analytical yet empathetic. an introverted extrovert. a hopeful cynic and a hopeless romantic. mildly neurotic yet surprisingly self aware. an old soul and a kid at heart. a nice guy with an edge. an athletic nerd. a chivalrous feminist. an art lover who can't draw and a food lover who rarely cooks. someone who loves old books and movies yet can't imagine life without his iphone, gps and dvr. and someone who hat"
5plus_meaningful,8,7,4,"born-and-raised bay area kid. temporarily transplanted to chicago for college and a couple years after. i was back in oakland for almost 2 years, but i finally jumped across the bay and now live in the mission. i work by day as editor at an online legal publication and pretend to be a garage rocker by night/weekend. i like doing things without making plans, i like to stay up late for no reason and then wake up early the next morning. i sometimes yell without warning. i generally prefer movies, b"
1plus_meaningful,3,0,0,"this is like when you get introduced to someone by a friend who has been talking a lot about how funny you are, and the new person says ""say something funny."" okay, i'm funny. i refuse to take anything seriously (for more information on why, ask me about the day i was riding my bike in the rain). i am smart, but not as smart as i think i am and smarter than i know. i am sometimes shy and sometimes an extrovert, but i can never tell which is going to come out on top. i have committed an act of pi"
1plus_meaningful,3,0,1,"if i rated you highly definitely send me a message. interested! ---------- i'm open minded. if you are gay, bi or straight. a boy or a girl. it doesn't matter. if i rated you highly i'm liking what i see. :d ---------- i didn't put so much time in my profile for nothing. please respect that and read it before you message me. (said with a smile) --- (all updates still apply to date) update 6-18-2012: i've had a rocky moment in my life recently, so now i'm moving out of my boyfriend's place and mo"
1plus_meaningful,3,0,2,"fyi: this profile is under slight work. mostly making many 'maybes' into 'absolutes'. let's get this ball rolling. i'm a 23 year old male, but hell, anyone can find that info. so, how about i give you all those juicy tidbits you ain't finding on the top of the page? still with me? good. if it's bolded, i think it's important. if you're short on time, just hit those nice thick, black letters and skip the rest . if you really want to know what i'm about, i hope you enjoy reading. don't worry. i'll"
1plus_meaningful,3,0,3,i just want to find love someone to love and someone to love me and with luck eventually meet someone to spend the rest of my life with. i mean it as a desire not as the only goal. i want to have fun too. i believe very strongly the best way to find and be in a lasting relationship is to take the time to really get to know each other and build a friendship and a trust first. it has been my experience that rushed relationships don't last. the only relationships i have ever been in that really wor
1plus_meaningful,3,0,4,"this profile is in desperate need of revision, most of it written 2 years ago. but i'm too busy living my life! still single though, so if you think we might be a fit, shoot me an email. haven't given up yet! i know you're out there, you big lug. *********************************************** i have to say, i don't like that the multiple choice answers we are offered have so much black and white, and not nearly enough of the wonderful greys of life. i think they're constructed poorly, and i wou"
1plus_meaningful,3,1,0,"travelling is a big passion of mine, i enjoy seing historical sites and learning about different cultures. i've had the opportunity to take 2+ years off and travel to many different countires throughout europe and south america but not much of usa even though i was born and raised in san francisco lol. im a bit spontaneous at times and decided to live in russia for 5 months, damn i just realized i need a new passport its all filled up with stamps and i have no more space! going to the dog park o"
1plus_meaningful,3,1,1,"im very down to earth and i love sports. basektball is my main sport and id say im pretty good at it. i also love hanging out with friends and just kickin' back surrounded by good people. i love being outdoors and being active(for the most part), but i have my days when i wanna just be a couch potato. food is always good, i love food, :) and i eat almost anything. if theres anything else you want to know just ask. im transferring to san francisco state university next fall. ill be majoring in tv"
1plus_meaningful,3,1,2,"so im a real chill, nice, honest, funny guy. im relatively new to san francisco from socal and open to exploring the city, having good fun, and meeting new people. i am currently going to grad school and looking for ways to have fun in sf. laughing....lol.... partying, swimming, dancing, meeting people, critical thinking. my accent movies: inception, training day, the rock, kung fu hustle, incredible hulk underworld (all of them). music: i listen to it all...haahaaa, try me. im a big fan of musi"
1plus_meaningful,3,1,3,"hi there, i was born in chicago, moved around a lot, and ended up in california for school. i am passionate, creative, intelligent, and weird. im pretty laid back for the most part, but i like to let loose from time to time and go a little crazy. i love music, its a huge part of my life, and i always have to be involved in some creative project or ill lose my mind. im what most girls refer to as ""one of the nice guys"", which is probably why im single. i love technology, nature, and learning. i a"
1plus_meaningful,3,1,4,"my name is sara, right now i'm living in san francisco i moved from boston two months ago so i would love to met someone that can show me more of the city and cool places, i need a friend, is hard to move to a place where you don't know anyone. i'm looking for someone that shares my values, god is everything to me so i would like to meet someone that thinks in a very similar way. i come from a very traditional family i'm mexican. i describe myself as very outgoing and self confident, i love to s"
1plus_meaningful,3,2,0,"i have been creating who i am my whole life and i am not done growing. what i am getting at is that i find it really difficult to summarize or define someone. i can pretty much just tell you things i enjoy in life and perhaps that will give you some insite on the type of person i am. if you want to put a label on me, i think nerdy-hipster would be most fitting, but who likes labels? i am a huge music dude. i play the <a class=""ilink"" href= ""/interests?i=drums"">drums and a little <a class=""ilink"""
1plus_meaningful,3,2,1,"i am a very <a class=""ilink"" href= ""/interests?i=liberal%2fprogressive"">liberal/progressive semi-retired <a class=""ilink"" href= ""/interests?i=video%0adirector"">video director , now occasionally working on <a class=""ilink"" href= ""/interests?i=video+productions"">video productions of <a class= ""ilink"" href= ""/interests?i=%22betterbadnews.com%22"">""betterbadnews.com"" . pursuing intellecual, social, political, and health interests. update dec. 2010: my health (walking and pain) is a problem. interests"
1plus_meaningful,3,2,2,"note: i am not sane, down to earth, or easy going. i feel this is important to tell people since so many people list these qualities as necessary. i am whimsical as fuck. i'm not quite as delightfully <a class= ""ilink"" href=""/interests?i=bohemian"">bohemian as i once was. i like gothic aesthetics and <a class=""ilink"" href= ""/interests?i=hippie"">hippie <a class=""ilink"" href= ""/interests?i=ideals"">ideals . i like <a class=""ilink"" href= ""/interests?i=geek"">geek y diversions and <a class=""ilink"" href"
